date,dow,vtm,vleague,htm,hleague,daynt,parkid,attend,length,at_bats,hit,rbi,walk,strkout
20220629,Wed,MIN,AL,CLE,AL,N,CLE08,12840,199,78,21,11,2,9
20220629,Wed,TEX,AL,KCA,AL,D,KAN06,11391,138,60,12,3,4,10
20220629,Wed,OAK,AL,NYA,AL,D,NYC21,39647,172,64,15,8,4,16
20220629,Wed,BAL,AL,SEA,AL,D,SEA03,17412,185,69,19,10,7,16
20220629,Wed,MIL,NL,TBA,AL,D,STP01,15481,240,67,14,8,8,22
20220629,Wed,BOS,AL,TOR,AL,N,TOR02,27601,234,75,18,11,10,18
20220630,Thu,CIN,NL,CHN,NL,N,CHI11,32318,194,83,35,21,5,14
20220630,Thu,SDN,NL,LAN,NL,N,LOS03,53094,170,61,12,4,4,20
20220630,Thu,ATL,NL,PHI,NL,N,PHI13,30131,178,73,22,18,6,14
20220630,Thu,MIL,NL,PIT,NL,N,PIT08,14134,180,73,23,15,5,14
20220630,Thu,MIN,AL,CLE,AL,D,CLE08,17066,199,63,10,7,12,16
20220630,Thu,NYA,AL,HOU,AL,N,HOU03,40674,174,58,8,3,6,18
20220630,Thu,OAK,AL,SEA,AL,N,SEA03,20860,173,68,20,13,4,14
20220630,Thu,TBA,AL,TOR,AL,N,TOR02,22987,175,62,14,5,5,13
20220701,Fri,BOS,AL,CHN,NL,D,CHI11,34931,211,66,17,10,12,17
20220701,Fri,ATL,NL,CIN,NL,N,CIN09,28606,172,70,18,10,3,11
20220701,Fri,ARI,NL,COL,NL,N,DEN02,47588,162,70,17,10,5,8
20220701,Fri,SDN,NL,LAN,NL,N,LOS03,48076,176,64,14,6,4,26
20220701,Fri,TEX,AL,NYN,NL,N,NYC20,35639,158,60,12,7,4,20
20220701,Fri,SLN,NL,PHI,NL,N,PHI13,36077,200,63,14,8,7,18
20220701,Fri,MIL,NL,PIT,NL,N,PIT08,20409,214,74,19,19,14,10
20220701,Fri,CHA,AL,SFN,NL,N,SFO03,35266,179,62,9,1,8,14
20220701,Fri,MIA,NL,WAS,NL,N,WAS11,23794,185,69,17,8,6,14
20220701,Fri,KCA,AL,DET,AL,N,DET05,24349,170,66,16,4,5,14
20220701,Fri,ANA,AL,HOU,AL,N,HOU03,36420,165,61,13,9,5,22
20220701,Fri,BAL,AL,MIN,AL,N,MIN04,25540,161,60,9,5,2,15
20220701,Fri,OAK,AL,SEA,AL,N,SEA03,27589,180,70,16,4,6,13
20220701,Fri,TBA,AL,TOR,AL,D,TOR02,44445,178,70,20,11,8,8
20220702,Sat,BOS,AL,CHN,NL,N,CHI11,40298,168,60,13,2,3,19
20220702,Sat,ATL,NL,CIN,NL,D,CIN09,26755,194,60,8,5,11,22
20220702,Sat,ARI,NL,COL,NL,N,DEN02,48331,167,70,21,18,5,9
20220702,Sat,SDN,NL,LAN,NL,D,LOS03,47061,197,66,18,9,6,20
20220702,Sat,TEX,AL,NYN,NL,D,NYC20,26494,177,71,19,10,4,13
20220702,Sat,SLN,NL,PHI,NL,D,PHI13,27657,245,73,21,13,9,18
20220702,Sat,MIL,NL,PIT,NL,D,PIT08,26505,176,66,20,11,6,18
20220702,Sat,CHA,AL,SFN,NL,D,SFO03,30804,198,70,16,7,6,13
20220702,Sat,MIA,NL,WAS,NL,D,WAS11,19674,200,66,14,8,8,12
20220702,Sat,NYA,AL,CLE,AL,D,CLE08,21203,208,70,19,16,14,13
20220702,Sat,NYA,AL,CLE,AL,N,CLE08,29236,189,65,14,6,4,19
20220702,Sat,KCA,AL,DET,AL,D,DET05,23502,174,64,13,7,7,18
20220702,Sat,ANA,AL,HOU,AL,D,HOU03,35332,171,67,15,10,5,26
20220702,Sat,BAL,AL,MIN,AL,D,MIN04,20618,181,64,17,7,5,18
20220702,Sat,OAK,AL,SEA,AL,D,SEA03,23907,170,59,12,3,4,20
20220702,Sat,TBA,AL,TOR,AL,D,TOR02,39426,167,71,18,7,5,20
20220702,Sat,TBA,AL,TOR,AL,N,TOR02,24180,161,71,25,13,6,15
20220703,Sun,BOS,AL,CHN,NL,D,CHI11,40185,265,82,19,3,11,26
20220703,Sun,ATL,NL,CIN,NL,D,CIN09,21418,169,66,16,7,3,19
20220703,Sun,ARI,NL,COL,NL,D,DEN02,33479,189,69,19,11,6,10
20220703,Sun,SDN,NL,LAN,NL,D,LOS03,42633,192,66,16,6,5,17
20220703,Sun,TEX,AL,NYN,NL,D,NYC20,25241,178,65,14,5,4,21
20220703,Sun,SLN,NL,PHI,NL,N,PHI13,44225,183,63,13,4,3,15
20220703,Sun,MIL,NL,PIT,NL,D,PIT08,17578,188,67,14,2,4,20
20220703,Sun,CHA,AL,SFN,NL,D,SFO03,30155,202,79,24,17,5,21
20220703,Sun,MIA,NL,WAS,NL,D,WAS11,25385,231,68,13,11,8,19
20220703,Sun,NYA,AL,CLE,AL,D,CLE08,26113,175,59,8,2,6,19
20220703,Sun,KCA,AL,DET,AL,D,DET05,21625,213,65,20,11,12,16
20220703,Sun,ANA,AL,HOU,AL,D,HOU03,36048,203,65,14,6,8,26
20220703,Sun,BAL,AL,MIN,AL,D,MIN04,24424,168,64,11,4,5,17
20220703,Sun,OAK,AL,SEA,AL,D,SEA03,23333,148,56,9,3,2,26
20220703,Sun,TBA,AL,TOR,AL,D,TOR02,35757,207,76,25,9,8,18
20220704,Mon,SFN,NL,ARI,NL,D,PHO01,27752,193,66,18,10,5,18
20220704,Mon,SLN,NL,ATL,NL,N,ATL03,41975,181,66,19,9,6,14
20220704,Mon,NYN,NL,CIN,NL,N,CIN09,19533,194,71,19,11,5,20
20220704,Mon,COL,NL,LAN,NL,N,LOS03,47163,186,66,16,8,5,16
20220704,Mon,CHN,NL,MIL,NL,D,MIL06,41981,209,68,11,7,11,29
20220704,Mon,SEA,AL,SDN,NL,D,SAN02,37913,201,73,19,9,11,20
20220704,Mon,MIA,NL,WAS,NL,D,WAS11,25129,173,72,18,4,4,12
20220704,Mon,TEX,AL,BAL,AL,D,BAL12,18670,213,77,21,12,9,21
20220704,Mon,TBA,AL,BOS,AL,D,BOS07,36473,177,64,13,3,3,18
20220704,Mon,MIN,AL,CHA,AL,N,CHI12,32483,193,69,16,9,9,17
20220704,Mon,CLE,AL,DET,AL,D,DET05,19737,175,60,12,5,8,13
20220704,Mon,CLE,AL,DET,AL,N,DET05,24395,175,64,16,8,6,13
20220704,Mon,KCA,AL,HOU,AL,D,HOU03,33936,199,68,18,13,9,12
20220704,Mon,TOR,AL,OAK,AL,N,OAK01,24403,147,61,12,6,2,10
20220705,Tue,SFN,NL,ARI,NL,N,PHO01,14467,187,60,15,7,7,16
20220705,Tue,SLN,NL,ATL,NL,N,ATL03,35656,187,73,21,8,4,16
20220705,Tue,NYN,NL,CIN,NL,N,CIN09,13487,181,59,10,1,6,23
20220705,Tue,COL,NL,LAN,NL,N,LOS03,45885,180,64,16,7,6,22
20220705,Tue,ANA,AL,MIA,NL,N,MIA02,13338,167,60,11,3,4,20
20220705,Tue,CHN,NL,MIL,NL,N,MIL06,30561,183,69,16,10,8,15
20220705,Tue,WAS,NL,PHI,NL,N,PHI13,20217,183,64,16,11,9,12
20220705,Tue,NYA,AL,PIT,NL,N,PIT08,37733,179,68,19,7,2,15
20220705,Tue,SEA,AL,SDN,NL,D,SAN02,29745,196,71,19,7,6,16
20220705,Tue,TEX,AL,BAL,AL,N,BAL12,7371,226,83,26,19,8,17
20220705,Tue,TBA,AL,BOS,AL,N,BOS07,31113,219,71,22,12,9,21
20220705,Tue,MIN,AL,CHA,AL,N,CHI12,18566,179,72,22,10,7,17
20220705,Tue,CLE,AL,DET,AL,N,DET05,16662,183,73,24,15,5,9
20220705,Tue,KCA,AL,HOU,AL,N,HOU03,28762,184,70,22,16,8,15
20220705,Tue,TOR,AL,OAK,AL,N,OAK01,4846,160,59,14,7,8,14
20220706,Wed,SFN,NL,ARI,NL,N,PHO01,13445,203,67,14,12,10,13
20220706,Wed,SLN,NL,ATL,NL,N,ATL03,36718,152,61,12,3,4,12
20220706,Wed,NYN,NL,CIN,NL,N,CIN09,13540,226,76,21,11,8,19
20220706,Wed,COL,NL,LAN,NL,N,LOS03,45098,181,58,9,1,9,11
20220706,Wed,ANA,AL,MIA,NL,N,MIA02,18741,187,63,12,7,9,18
20220706,Wed,CHN,NL,MIL,NL,D,MIL06,32696,193,65,12,3,4,22
20220706,Wed,WAS,NL,PHI,NL,N,PHI13,22369,177,63,12,5,4,20
20220706,Wed,NYA,AL,PIT,NL,N,PIT08,32414,201,77,26,16,9,17
20220706,Wed,TEX,AL,BAL,AL,N,BAL12,7648,161,60,10,2,5,14
20220706,Wed,TBA,AL,BOS,AL,N,BOS07,33735,185,70,16,8,9,14
20220706,Wed,MIN,AL,CHA,AL,D,CHI12,18393,227,82,28,17,6,17
20220706,Wed,CLE,AL,DET,AL,D,DET05,17829,184,66,17,10,7,13
20220706,Wed,KCA,AL,HOU,AL,N,HOU03,26534,209,67,16,11,11,15
20220706,Wed,TOR,AL,OAK,AL,D,OAK01,6330,159,64,12,3,5,12
20220707,Thu,COL,NL,ARI,NL,N,PHO01,11727,177,67,17,7,6,12
20220707,Thu,SLN,NL,ATL,NL,N,ATL03,37756,230,78,16,5,10,31
20220707,Thu,PIT,NL,CIN,NL,D,CIN09,13086,169,67,15,6,4,22
20220707,Thu,PIT,NL,CIN,NL,N,CIN09,9575,181,64,14,6,2,17
20220707,Thu,CHN,NL,LAN,NL,N,LOS03,52072,175,62,13,8,1,13
20220707,Thu,MIA,NL,NYN,NL,N,NYC20,30555,171,65,14,9,2,12
20220707,Thu,WAS,NL,PHI,NL,D,PHI13,22104,176,66,16,8,5,22
20220707,Thu,SFN,NL,SDN,NL,N,SAN02,42656,202,65,10,3,8,17
20220707,Thu,ANA,AL,BAL,AL,N,BAL12,13088,180,64,14,5,6,13
20220707,Thu,NYA,AL,BOS,AL,N,BOS07,36876,176,65,12,11,9,18
20220707,Thu,DET,AL,CHA,AL,N,CHI12,21876,180,61,9,3,6,15
20220707,Thu,KCA,AL,HOU,AL,D,HOU03,36067,184,63,16,7,12,21
20220707,Thu,TOR,AL,SEA,AL,N,SEA03,24998,161,67,20,10,2,8
20220708,Fri,COL,NL,ARI,NL,N,PHO01,15524,208,67,18,11,9,17
20220708,Fri,WAS,NL,ATL,NL,N,ATL03,41725,171,68,20,14,7,12
20220708,Fri,TBA,AL,CIN,NL,N,CIN09,26529,198,63,9,2,8,23
20220708,Fri,CHN,NL,LAN,NL,N,LOS03,44158,181,67,11,6,5,16
20220708,Fri,PIT,NL,MIL,NL,N,MIL06,29471,181,61,15,7,10,18
20220708,Fri,MIA,NL,NYN,NL,N,NYC20,25208,217,66,15,7,6,12
20220708,Fri,SFN,NL,SDN,NL,N,SAN02,42861,196,65,14,9,11,22
20220708,Fri,PHI,NL,SLN,NL,N,STL10,41100,143,64,11,2,1,8
20220708,Fri,ANA,AL,BAL,AL,N,BAL12,27814,210,74,22,9,4,22
20220708,Fri,NYA,AL,BOS,AL,N,BOS07,36841,231,80,27,16,10,22
20220708,Fri,DET,AL,CHA,AL,N,CHI12,29215,176,72,19,11,5,22
20220708,Fri,CLE,AL,KCA,AL,N,KAN06,19611,164,68,19,7,1,13
20220708,Fri,HOU,AL,OAK,AL,N,OAK01,6012,177,71,18,11,4,17
20220708,Fri,TOR,AL,SEA,AL,N,SEA03,32398,248,80,21,7,7,23
20220708,Fri,MIN,AL,TEX,AL,N,ARL03,30392,202,69,19,11,4,16
20220709,Sat,COL,NL,ARI,NL,D,PHO01,21819,183,68,19,11,6,15
20220709,Sat,WAS,NL,ATL,NL,D,ATL03,40632,156,67,21,6,4,14
20220709,Sat,TBA,AL,CIN,NL,D,CIN09,33927,240,75,21,8,10,23
20220709,Sat,CHN,NL,LAN,NL,N,LOS03,45198,161,65,15,5,2,17
20220709,Sat,PIT,NL,MIL,NL,D,MIL06,35384,194,67,14,5,7,24
20220709,Sat,MIA,NL,NYN,NL,D,NYC20,43336,221,69,15,6,5,17
20220709,Sat,SFN,NL,SDN,NL,D,SAN02,41714,171,63,10,4,5,19
20220709,Sat,PHI,NL,SLN,NL,D,STL10,41853,178,60,7,1,7,15
20220709,Sat,ANA,AL,BAL,AL,D,BAL12,32286,179,57,10,1,6,24
20220709,Sat,NYA,AL,BOS,AL,N,BOS07,36945,218,76,20,11,5,19
20220709,Sat,DET,AL,CHA,AL,D,CHI12,29215,155,66,17,7,2,11
20220709,Sat,CLE,AL,KCA,AL,D,KAN06,17024,190,79,30,14,11,18
20220709,Sat,HOU,AL,OAK,AL,D,OAK01,10058,153,58,9,3,4,8
20220709,Sat,TOR,AL,SEA,AL,N,SEA03,41210,162,57,8,3,7,18
20220709,Sat,MIN,AL,TEX,AL,D,ARL03,35427,199,68,21,16,9,13
20220710,Sun,COL,NL,ARI,NL,D,PHO01,18126,163,66,10,5,3,11
20220710,Sun,WAS,NL,ATL,NL,D,ATL03,32053,233,81,17,7,11,19
20220710,Sun,TBA,AL,CIN,NL,D,CIN09,21748,199,77,26,14,1,22
20220710,Sun,CHN,NL,LAN,NL,D,LOS03,41824,239,70,22,18,11,18
20220710,Sun,PIT,NL,MIL,NL,D,MIL06,32967,211,74,22,13,6,24
20220710,Sun,MIA,NL,NYN,NL,D,NYC20,34774,177,71,13,1,3,18
20220710,Sun,SFN,NL,SDN,NL,D,SAN02,38712,186,76,23,12,6,22
20220710,Sun,PHI,NL,SLN,NL,D,STL10,36112,189,66,19,7,7,12
20220710,Sun,ANA,AL,BAL,AL,D,BAL12,19521,168,68,19,12,5,14
20220710,Sun,NYA,AL,BOS,AL,N,BOS07,37291,212,71,22,16,6,15
20220710,Sun,DET,AL,CHA,AL,D,CHI12,31072,166,62,12,6,5,12
20220710,Sun,CLE,AL,KCA,AL,D,KAN06,13282,168,67,16,5,5,18
20220710,Sun,HOU,AL,OAK,AL,D,OAK01,10195,159,65,14,7,4,14
20220710,Sun,TOR,AL,SEA,AL,D,SEA03,37694,165,67,17,10,2,16
20220710,Sun,MIN,AL,TEX,AL,D,ARL03,24751,192,66,18,10,9,13
20220711,Mon,NYN,NL,ATL,NL,N,ATL03,42925,183,66,14,5,6,21
20220711,Mon,SDN,NL,COL,NL,N,DEN02,27592,181,71,20,11,7,15
20220711,Mon,PIT,NL,MIA,NL,N,MIA02,8560,183,68,16,6,6,19
20220711,Mon,ARI,NL,SFN,NL,N,SFO03,25325,226,69,18,7,11,11
20220711,Mon,PHI,NL,SLN,NL,N,STL10,34399,161,65,17,7,0,16
20220711,Mon,CHA,AL,CLE,AL,N,CLE08,13655,171,67,20,12,3,12
20220711,Mon,DET,AL,KCA,AL,D,KAN06,11084,150,65,13,2,2,12
20220711,Mon,DET,AL,KCA,AL,N,KAN06,16202,180,70,22,9,6,11
20220711,Mon,BOS,AL,TBA,AL,N,STP01,10629,211,70,23,15,6,17
20220711,Mon,OAK,AL,TEX,AL,N,ARL03,20660,208,72,21,16,7,12
20220712,Tue,NYN,NL,ATL,NL,N,ATL03,42217,184,61,10,5,8,26
20220712,Tue,BAL,AL,CHN,NL,N,CHI11,31079,174,66,15,6,6,11
20220712,Tue,SDN,NL,COL,NL,N,DEN02,26577,191,66,17,8,4,10
20220712,Tue,PIT,NL,MIA,NL,N,MIA02,8022,163,63,12,5,1,13
20220712,Tue,ARI,NL,SFN,NL,N,SFO03,23353,165,73,22,12,5,20
20220712,Tue,LAN,NL,SLN,NL,N,STL10,37150,208,72,23,12,9,12
20220712,Tue,HOU,AL,ANA,AL,N,ANA01,27180,217,67,10,9,13,21
20220712,Tue,CHA,AL,CLE,AL,D,CLE08,11342,129,58,11,5,2,11
20220712,Tue,CHA,AL,CLE,AL,N,CLE08,11750,195,72,17,6,7,23
20220712,Tue,DET,AL,KCA,AL,N,KAN06,14451,188,73,20,10,5,14
20220712,Tue,MIL,NL,MIN,AL,N,MIN04,37183,182,65,13,9,5,13
20220712,Tue,CIN,NL,NYA,AL,N,NYC21,40235,201,67,16,7,7,19
20220712,Tue,BOS,AL,TBA,AL,N,STP01,10653,169,60,12,3,6,20
20220712,Tue,OAK,AL,TEX,AL,N,ARL03,17485,243,92,22,20,10,25
20220712,Tue,PHI,NL,TOR,AL,N,TOR02,32795,172,68,21,7,2,23
20220713,Wed,NYN,NL,ATL,NL,D,ATL03,34879,185,70,16,9,5,23
20220713,Wed,BAL,AL,CHN,NL,N,CHI11,29529,191,70,18,6,6,18
20220713,Wed,SDN,NL,COL,NL,N,DEN02,25725,220,76,29,15,9,12
20220713,Wed,PIT,NL,MIA,NL,N,MIA02,9524,201,66,13,8,11,20
20220713,Wed,ARI,NL,SFN,NL,D,SFO03,27055,185,63,17,7,8,14
20220713,Wed,LAN,NL,SLN,NL,N,STL10,39292,226,73,21,13,8,20
20220713,Wed,SEA,AL,WAS,NL,D,WAS11,16260,173,69,18,10,6,14
20220713,Wed,SEA,AL,WAS,NL,N,WAS11,19869,178,60,13,3,8,13
20220713,Wed,HOU,AL,ANA,AL,N,ANA01,27803,225,67,16,8,9,32
20220713,Wed,CHA,AL,CLE,AL,N,CLE08,13987,177,66,13,2,3,18
20220713,Wed,DET,AL,KCA,AL,D,KAN06,11016,164,64,16,6,6,16
20220713,Wed,MIL,NL,MIN,AL,D,MIN04,38802,200,63,14,5,10,16
20220713,Wed,CIN,NL,NYA,AL,N,NYC21,36772,236,72,16,12,9,27
20220713,Wed,BOS,AL,TBA,AL,N,STP01,10458,150,59,10,4,5,14
20220713,Wed,OAK,AL,TEX,AL,N,ARL03,22394,154,58,8,7,6,17
20220713,Wed,PHI,NL,TOR,AL,N,TOR02,30853,151,62,13,10,2,16
20220714,Thu,NYN,NL,CHN,NL,N,CHI11,34051,181,71,20,8,7,17
20220714,Thu,SDN,NL,COL,NL,D,DEN02,28077,222,63,17,13,12,17
20220714,Thu,PIT,NL,MIA,NL,D,MIA02,13612,253,73,15,4,11,20
20220714,Thu,MIL,NL,SFN,NL,N,SFO03,26994,232,74,17,4,7,24
20220714,Thu,LAN,NL,SLN,NL,N,STL10,40062,180,61,13,4,5,10
20220714,Thu,ATL,NL,WAS,NL,N,WAS11,25577,174,68,17,9,3,15
20220714,Thu,HOU,AL,ANA,AL,N,ANA01,34496,208,72,15,4,9,23
20220714,Thu,DET,AL,CLE,AL,N,CLE08,14327,157,65,15,4,5,17
20220714,Thu,CHA,AL,MIN,AL,N,MIN04,26907,199,81,28,14,5,13
20220714,Thu,CIN,NL,NYA,AL,N,NYC21,41311,224,76,17,13,9,18
20220714,Thu,BOS,AL,TBA,AL,N,STP01,11998,165,65,16,8,2,19
20220714,Thu,SEA,AL,TEX,AL,N,ARL03,19243,200,73,23,11,8,23
20220714,Thu,KCA,AL,TOR,AL,N,TOR02,24426,180,65,19,4,5,15
20220715,Fri,PIT,NL,COL,NL,N,DEN02,33710,183,69,23,15,4,9
20220715,Fri,PHI,NL,MIA,NL,N,MIA02,10193,184,60,9,3,7,24
20220715,Fri,ARI,NL,SDN,NL,N,SAN02,41302,184,64,14,7,6,14
20220715,Fri,MIL,NL,SFN,NL,N,SFO03,28244,214,70,17,12,11,18
20220715,Fri,CIN,NL,SLN,NL,N,STL10,41221,213,62,18,10,11,19
20220715,Fri,ATL,NL,WAS,NL,N,WAS11,30409,212,74,20,11,8,21
20220715,Fri,LAN,NL,ANA,AL,N,ANA01,44648,181,67,15,10,6,14
20220715,Fri,DET,AL,CLE,AL,N,CLE08,27846,179,64,17,11,5,12
20220715,Fri,OAK,AL,HOU,AL,N,HOU03,39434,159,65,13,6,3,17
20220715,Fri,CHA,AL,MIN,AL,N,MIN04,27021,189,67,15,8,7,14
20220715,Fri,BOS,AL,NYA,AL,N,NYC21,47573,240,80,18,7,6,21
20220715,Fri,BAL,AL,TBA,AL,N,STP01,13917,185,69,18,9,3,14
20220715,Fri,SEA,AL,TEX,AL,N,ARL03,26494,189,68,16,10,6,30
20220715,Fri,KCA,AL,TOR,AL,N,TOR02,26422,168,71,21,9,1,15
20220716,Sat,NYN,NL,CHN,NL,D,CHI11,39219,226,71,9,3,7,29
20220716,Sat,NYN,NL,CHN,NL,N,CHI11,34366,213,74,17,6,8,23
20220716,Sat,PIT,NL,COL,NL,D,DEN02,34169,160,63,14,2,6,15
20220716,Sat,PHI,NL,MIA,NL,D,MIA02,13497,172,72,20,10,2,17
20220716,Sat,ARI,NL,SDN,NL,N,SAN02,42384,182,67,18,7,5,9
20220716,Sat,MIL,NL,SFN,NL,D,SFO03,41279,169,58,9,2,4,13
20220716,Sat,CIN,NL,SLN,NL,D,STL10,41014,200,68,16,12,10,15
20220716,Sat,ATL,NL,WAS,NL,D,WAS11,37880,167,69,16,9,1,12
20220716,Sat,LAN,NL,ANA,AL,N,ANA01,44728,187,68,14,8,4,21
20220716,Sat,DET,AL,CLE,AL,D,CLE08,26789,166,67,18,10,4,15
20220716,Sat,OAK,AL,HOU,AL,D,HOU03,39125,155,63,13,5,3,20
20220716,Sat,CHA,AL,MIN,AL,D,MIN04,28514,192,69,19,9,4,18
20220716,Sat,BOS,AL,NYA,AL,N,NYC21,47997,189,67,15,15,9,15
20220716,Sat,BAL,AL,TBA,AL,D,STP01,19886,231,75,18,8,5,16
20220716,Sat,SEA,AL,TEX,AL,D,ARL03,35761,202,74,17,5,6,17
20220716,Sat,KCA,AL,TOR,AL,D,TOR02,40135,209,74,21,11,6,19
20220717,Sun,NYN,NL,CHN,NL,D,CHI11,34424,189,63,16,4,6,10
20220717,Sun,PIT,NL,COL,NL,D,DEN02,27591,193,74,25,11,6,17
20220717,Sun,PHI,NL,MIA,NL,D,MIA02,12450,162,64,12,4,1,20
20220717,Sun,ARI,NL,SDN,NL,D,SAN02,36428,200,66,12,4,6,19
20220717,Sun,MIL,NL,SFN,NL,D,SFO03,30584,169,68,21,14,5,18
20220717,Sun,ATL,NL,WAS,NL,D,WAS11,26043,174,64,13,10,4,15
20220717,Sun,OAK,AL,HOU,AL,D,HOU03,34534,196,70,16,7,2,17
20220717,Sun,CHA,AL,MIN,AL,D,MIN04,23225,189,72,17,11,7,19
20220717,Sun,BOS,AL,NYA,AL,D,NYC21,47958,212,69,20,15,6,22
20220717,Sun,BAL,AL,TBA,AL,D,STP01,13813,178,69,20,12,4,21
20220717,Sun,SEA,AL,TEX,AL,D,ARL03,26378,202,69,17,8,7,16
20220717,Sun,KCA,AL,TOR,AL,D,TOR02,36681,141,62,14,5,1,17
20220721,Thu,SFN,NL,LAN,NL,N,LOS03,53165,209,67,16,15,10,16
20220721,Thu,TEX,AL,MIA,NL,D,MIA02,9524,186,71,18,8,7,19
20220721,Thu,NYA,AL,HOU,AL,D,HOU03,36225,194,65,15,5,7,16
20220721,Thu,NYA,AL,HOU,AL,N,HOU03,39342,191,66,15,12,4,15
20220721,Thu,DET,AL,OAK,AL,D,OAK01,0,178,68,15,9,7,22
20220721,Thu,DET,AL,OAK,AL,D,OAK01,7282,165,62,15,5,4,19
20220722,Fri,WAS,NL,ARI,NL,N,PHO01,17819,166,66,15,11,4,18
20220722,Fri,ANA,AL,ATL,NL,N,ATL03,42867,179,62,13,8,5,27
20220722,Fri,SLN,NL,CIN,NL,N,CIN09,25547,201,67,17,14,8,20
20220722,Fri,SFN,NL,LAN,NL,N,LOS03,51316,184,65,15,6,8,11
20220722,Fri,COL,NL,MIL,NL,N,MIL06,33357,284,90,20,11,10,24
20220722,Fri,SDN,NL,NYN,NL,N,NYC20,36855,181,64,12,4,5,18
20220722,Fri,CHN,NL,PHI,NL,N,PHI13,27775,208,76,25,16,12,8
20220722,Fri,MIA,NL,PIT,NL,N,PIT08,22316,161,67,15,8,3,14
20220722,Fri,NYA,AL,BAL,AL,N,BAL12,28468,227,69,18,13,8,21
20220722,Fri,TOR,AL,BOS,AL,N,BOS07,36796,229,94,39,33,5,25
20220722,Fri,CLE,AL,CHA,AL,N,CHI12,31379,200,74,22,10,4,14
20220722,Fri,TBA,AL,KCA,AL,N,KAN06,22119,201,71,20,10,9,13
20220722,Fri,TEX,AL,OAK,AL,N,OAK01,6620,173,67,16,9,7,16
20220722,Fri,HOU,AL,SEA,AL,N,SEA03,45290,184,68,17,7,6,9
20220723,Sat,WAS,NL,ARI,NL,N,PHO01,37802,164,62,14,9,3,18
20220723,Sat,ANA,AL,ATL,NL,N,ATL03,42827,181,69,19,9,3,18
20220723,Sat,SLN,NL,CIN,NL,N,CIN09,27190,207,74,19,9,6,19
20220723,Sat,SFN,NL,LAN,NL,D,LOS03,47749,201,63,12,6,8,18
20220723,Sat,COL,NL,MIL,NL,N,MIL06,31694,193,69,19,12,4,17
20220723,Sat,SDN,NL,NYN,NL,N,NYC20,39359,190,64,12,3,3,25
20220723,Sat,CHN,NL,PHI,NL,N,PHI13,38542,216,70,13,7,4,21
20220723,Sat,MIA,NL,PIT,NL,N,PIT08,22560,180,61,14,1,5,13
20220723,Sat,NYA,AL,BAL,AL,N,BAL12,36361,215,69,21,9,7,14
20220723,Sat,TOR,AL,BOS,AL,D,BOS07,35821,189,63,14,5,6,19
20220723,Sat,CLE,AL,CHA,AL,D,CHI12,18518,178,72,23,11,3,9
20220723,Sat,CLE,AL,CHA,AL,N,CHI12,26329,186,64,16,9,7,13
20220723,Sat,MIN,AL,DET,AL,N,DET05,34205,201,70,17,10,5,13
20220723,Sat,TBA,AL,KCA,AL,N,KAN06,20668,178,67,21,9,7,18
20220723,Sat,TEX,AL,OAK,AL,N,OAK01,10190,194,61,13,3,7,14
20220723,Sat,HOU,AL,SEA,AL,D,SEA03,43197,166,62,11,3,4,20
20220724,Sun,WAS,NL,ARI,NL,D,PHO01,20278,224,65,19,6,14,9
20220724,Sun,ANA,AL,ATL,NL,D,ATL03,42663,197,72,19,9,10,18
20220724,Sun,SLN,NL,CIN,NL,D,CIN09,18813,164,58,10,8,7,11
20220724,Sun,SFN,NL,LAN,NL,D,LOS03,47505,205,70,19,11,5,20
20220724,Sun,COL,NL,MIL,NL,D,MIL06,36465,257,73,25,19,11,19
20220724,Sun,SDN,NL,NYN,NL,N,NYC20,35475,219,72,25,12,9,10
20220724,Sun,CHN,NL,PHI,NL,D,PHI13,29079,170,68,16,7,4,14
20220724,Sun,MIA,NL,PIT,NL,D,PIT08,15188,187,74,17,11,4,30
20220724,Sun,NYA,AL,BAL,AL,D,BAL12,25623,200,74,21,6,5,18
20220724,Sun,TOR,AL,BOS,AL,D,BOS07,34404,213,76,24,12,7,16
20220724,Sun,CLE,AL,CHA,AL,D,CHI12,30831,151,69,19,9,4,14
20220724,Sun,MIN,AL,DET,AL,D,DET05,23570,190,69,15,10,3,13
20220724,Sun,TBA,AL,KCA,AL,D,KAN06,12336,170,65,19,6,3,12
20220724,Sun,TEX,AL,OAK,AL,D,OAK01,9835,202,81,28,19,7,15
20220724,Sun,HOU,AL,SEA,AL,D,SEA03,34827,190,72,21,13,6,17
20220725,Mon,SFN,NL,ARI,NL,N,PHO01,16100,163,61,14,7,6,12
20220725,Mon,PIT,NL,CHN,NL,N,CHI11,37342,172,63,17,5,6,10
20220725,Mon,MIA,NL,CIN,NL,N,CIN09,12948,196,69,23,12,8,17
20220725,Mon,WAS,NL,LAN,NL,N,LOS03,48647,194,69,16,5,7,17
20220725,Mon,COL,NL,MIL,NL,N,MIL06,25194,170,61,10,2,3,20
20220725,Mon,ATL,NL,PHI,NL,N,PHI13,25452,196,71,20,7,2,19
20220725,Mon,TBA,AL,BAL,AL,N,BAL12,9606,191,63,16,6,7,13
20220725,Mon,CLE,AL,BOS,AL,N,BOS07,32529,183,64,14,4,6,20
20220725,Mon,SDN,NL,DET,AL,N,DET05,21647,189,73,23,15,5,13
20220725,Mon,ANA,AL,KCA,AL,N,KAN06,16616,183,66,17,6,7,17
