date,dow,vtm,vleague,htm,hleague,daynt,parkid,attend,length,at_bats,hit,rbi,walk,strkout
20220605,Sun,MIN,AL,TOR,AL,D,TOR02,34088,200,75,26,13,5,11
20220606,Mon,ARI,NL,CIN,NL,N,CIN09,9485,133,52,13,7,3,13
20220606,Mon,NYN,NL,SDN,NL,N,SAN02,34858,223,73,23,16,5,19
20220606,Mon,BOS,AL,ANA,AL,N,ANA01,29395,152,61,9,1,2,11
20220606,Mon,SEA,AL,HOU,AL,N,HOU03,27521,226,70,17,11,10,18
20220606,Mon,TOR,AL,KCA,AL,N,KAN06,10889,170,65,12,7,6,12
20220607,Tue,OAK,AL,ATL,NL,N,ATL03,33981,139,63,14,5,1,20
20220607,Tue,ARI,NL,CIN,NL,N,CIN09,11512,192,75,26,22,6,16
20220607,Tue,WAS,NL,MIA,NL,N,MIA02,7112,177,73,22,14,6,15
20220607,Tue,PHI,NL,MIL,NL,N,MIL06,27109,180,67,16,5,6,13
20220607,Tue,DET,AL,PIT,NL,N,PIT08,10214,170,68,17,8,3,20
20220607,Tue,NYN,NL,SDN,NL,N,SAN02,31796,168,58,8,7,6,11
20220607,Tue,COL,NL,SFN,NL,N,SFO03,24785,193,67,13,8,6,19
20220607,Tue,BOS,AL,ANA,AL,N,ANA01,27627,236,81,23,11,6,22
20220607,Tue,CHN,NL,BAL,AL,N,BAL12,11509,173,64,16,12,9,13
20220607,Tue,LAN,NL,CHA,AL,N,CHI12,25625,169,61,12,4,5,15
20220607,Tue,TEX,AL,CLE,AL,D,CLE08,0,160,68,17,8,6,10
20220607,Tue,TEX,AL,CLE,AL,D,CLE08,10763,190,71,17,8,9,18
20220607,Tue,SEA,AL,HOU,AL,N,HOU03,30583,199,62,13,5,10,17
20220607,Tue,TOR,AL,KCA,AL,N,KAN06,15103,189,66,18,6,10,13
20220607,Tue,NYA,AL,MIN,AL,N,MIN04,27643,230,77,26,14,10,17
20220607,Tue,SLN,NL,TBA,AL,N,STP01,10905,193,68,12,6,6,16
20220608,Wed,OAK,AL,ATL,NL,N,ATL03,42075,167,69,21,14,5,13
20220608,Wed,ARI,NL,CIN,NL,N,CIN09,11957,198,69,16,7,8,19
20220608,Wed,WAS,NL,MIA,NL,N,MIA02,7193,209,73,16,3,3,17
20220608,Wed,PHI,NL,MIL,NL,N,MIL06,29353,170,71,19,10,1,15
20220608,Wed,DET,AL,PIT,NL,D,PIT08,11723,177,65,13,4,5,24
20220608,Wed,NYN,NL,SDN,NL,N,SAN02,40992,178,71,21,13,7,12
20220608,Wed,COL,NL,SFN,NL,N,SFO03,21535,169,69,13,2,3,16
20220608,Wed,BOS,AL,ANA,AL,N,ANA01,26587,189,67,14,1,3,14
20220608,Wed,LAN,NL,CHA,AL,N,CHI12,25078,156,64,10,5,2,19
20220608,Wed,TEX,AL,CLE,AL,N,CLE08,10965,127,66,18,4,0,17
20220608,Wed,SEA,AL,HOU,AL,N,HOU03,23752,189,67,18,9,9,11
20220608,Wed,TOR,AL,KCA,AL,D,KAN06,12196,206,74,25,11,7,16
20220608,Wed,NYA,AL,MIN,AL,N,MIN04,22286,180,62,16,9,7,14
20220608,Wed,SLN,NL,TBA,AL,N,STP01,12906,191,77,26,14,5,16
20220609,Thu,PIT,NL,ATL,NL,N,ATL03,39336,146,62,14,4,2,22
20220609,Thu,ARI,NL,CIN,NL,D,CIN09,13167,209,69,16,9,8,21
20220609,Thu,WAS,NL,MIA,NL,N,MIA02,9108,189,67,19,10,6,16
20220609,Thu,PHI,NL,MIL,NL,D,MIL06,27306,241,72,20,11,10,19
20220609,Thu,COL,NL,SFN,NL,D,SFO03,23780,176,70,17,6,3,13
20220609,Thu,BOS,AL,ANA,AL,N,ANA01,28595,189,64,14,7,5,24
20220609,Thu,LAN,NL,CHA,AL,D,CHI12,25482,253,75,22,17,13,24
20220609,Thu,OAK,AL,CLE,AL,N,CLE08,12995,203,70,22,11,7,11
20220609,Thu,BAL,AL,KCA,AL,N,KAN06,15594,197,70,20,12,10,9
20220609,Thu,NYA,AL,MIN,AL,N,MIN04,26646,212,74,23,16,9,14
20220609,Thu,SLN,NL,TBA,AL,D,STP01,14892,114,55,5,2,2,19
20220610,Fri,PIT,NL,ATL,NL,N,ATL03,41404,184,67,18,6,3,21
20220610,Fri,ARI,NL,PHI,NL,N,PHI13,37423,204,68,19,11,5,12
20220610,Fri,COL,NL,SDN,NL,N,SAN02,35207,184,68,19,9,8,14
20220610,Fri,LAN,NL,SFN,NL,N,SFO03,39701,165,66,16,9,3,15
20220610,Fri,CIN,NL,SLN,NL,N,STL10,45009,167,60,10,0,7,13
20220610,Fri,MIL,NL,WAS,NL,N,WAS11,26111,195,73,26,16,6,16
20220610,Fri,NYN,NL,ANA,AL,N,ANA01,31499,201,69,22,10,7,16
20220610,Fri,TEX,AL,CHA,AL,N,CHI12,24270,179,66,17,10,5,19
20220610,Fri,OAK,AL,CLE,AL,N,CLE08,21311,170,64,12,5,6,12
20220610,Fri,TOR,AL,DET,AL,N,DET05,26226,170,72,20,11,3,13
20220610,Fri,MIA,NL,HOU,AL,N,HOU03,34163,229,70,18,11,8,24
20220610,Fri,BAL,AL,KCA,AL,N,KAN06,17650,175,67,16,9,3,16
20220610,Fri,TBA,AL,MIN,AL,N,MIN04,23761,178,70,19,12,6,13
20220610,Fri,CHN,NL,NYA,AL,N,NYC21,43446,256,89,15,3,12,25
20220610,Fri,BOS,AL,SEA,AL,N,SEA03,27314,228,69,16,6,10,21
20220611,Sat,PIT,NL,ATL,NL,D,ATL03,41219,162,65,14,14,5,24
20220611,Sat,ARI,NL,PHI,NL,D,PHI13,30820,176,65,15,4,3,16
20220611,Sat,COL,NL,SDN,NL,D,SAN02,31415,183,67,11,2,4,22
20220611,Sat,COL,NL,SDN,NL,N,SAN02,30040,200,67,13,8,7,16
20220611,Sat,LAN,NL,SFN,NL,D,SFO03,41236,212,70,18,4,8,14
20220611,Sat,CIN,NL,SLN,NL,D,STL10,43832,190,67,19,9,6,15
20220611,Sat,MIL,NL,WAS,NL,D,WAS11,25265,182,68,20,14,9,8
20220611,Sat,NYN,NL,ANA,AL,N,ANA01,36408,201,77,25,16,6,20
20220611,Sat,TEX,AL,CHA,AL,D,CHI12,30221,243,86,30,19,9,26
20220611,Sat,OAK,AL,CLE,AL,D,CLE08,22674,188,74,22,14,2,15
20220611,Sat,TOR,AL,DET,AL,D,DET05,30738,171,66,17,4,6,11
20220611,Sat,MIA,NL,HOU,AL,D,HOU03,31379,192,68,14,6,5,18
20220611,Sat,BAL,AL,KCA,AL,D,KAN06,15134,183,70,20,9,5,16
20220611,Sat,TBA,AL,MIN,AL,D,MIN04,22741,210,70,24,10,5,18
20220611,Sat,CHN,NL,NYA,AL,N,NYC21,38043,168,66,16,8,2,14
20220611,Sat,BOS,AL,SEA,AL,N,SEA03,37691,217,73,21,12,5,16
20220612,Sun,PIT,NL,ATL,NL,D,ATL03,35446,168,62,14,8,5,17
20220612,Sun,ARI,NL,PHI,NL,D,PHI13,41218,230,71,19,12,16,17
20220612,Sun,COL,NL,SDN,NL,D,SAN02,41754,161,64,15,6,3,20
20220612,Sun,LAN,NL,SFN,NL,D,SFO03,41197,176,61,10,2,6,21
20220612,Sun,CIN,NL,SLN,NL,D,STL10,43083,192,70,23,11,4,11
20220612,Sun,MIL,NL,WAS,NL,D,WAS11,22549,191,68,17,5,4,13
20220612,Sun,NYN,NL,ANA,AL,D,ANA01,36598,191,68,17,5,7,27
20220612,Sun,TEX,AL,CHA,AL,D,CHI12,31096,257,87,19,14,11,26
20220612,Sun,OAK,AL,CLE,AL,D,CLE08,17776,151,68,18,9,3,12
20220612,Sun,TOR,AL,DET,AL,D,DET05,29399,163,62,13,6,5,17
20220612,Sun,MIA,NL,HOU,AL,D,HOU03,29341,201,67,17,12,5,12
20220612,Sun,BAL,AL,KCA,AL,D,KAN06,15037,222,79,25,16,11,13
20220612,Sun,TBA,AL,MIN,AL,D,MIN04,25350,197,66,12,6,7,15
20220612,Sun,CHN,NL,NYA,AL,D,NYC21,39114,203,78,29,22,8,16
20220612,Sun,BOS,AL,SEA,AL,D,SEA03,42900,172,58,5,2,6,16
20220613,Mon,CIN,NL,ARI,NL,N,PHO01,13735,200,69,18,9,8,17
20220613,Mon,SDN,NL,CHN,NL,N,CHI11,31629,165,68,15,5,1,14
20220613,Mon,MIA,NL,PHI,NL,N,PHI13,22701,179,68,16,5,3,16
20220613,Mon,KCA,AL,SFN,NL,N,SFO03,22185,168,59,11,7,10,14
20220613,Mon,PIT,NL,SLN,NL,N,STL10,37398,187,71,21,11,3,10
20220613,Mon,ATL,NL,WAS,NL,N,WAS11,20571,195,71,20,14,9,14
20220613,Mon,CHA,AL,DET,AL,N,DET05,16634,200,77,27,12,6,19
20220613,Mon,MIN,AL,SEA,AL,N,SEA03,12749,190,68,15,5,8,22
20220613,Mon,HOU,AL,TEX,AL,N,ARL03,29805,198,67,18,8,7,14
20220613,Mon,BAL,AL,TOR,AL,N,TOR02,19716,197,73,24,12,2,15
20220614,Tue,CIN,NL,ARI,NL,N,PHO01,15081,221,86,18,6,2,25
20220614,Tue,SDN,NL,CHN,NL,N,CHI11,29233,193,77,25,17,6,17
20220614,Tue,CLE,AL,COL,NL,N,DEN02,28377,182,77,21,7,5,17
20220614,Tue,ANA,AL,LAN,NL,N,LOS03,51013,178,57,6,2,8,19
20220614,Tue,MIL,NL,NYN,NL,N,NYC20,28495,159,58,11,4,3,12
20220614,Tue,MIA,NL,PHI,NL,N,PHI13,28073,234,78,25,20,9,16
20220614,Tue,KCA,AL,SFN,NL,N,SFO03,24386,180,57,13,6,8,20
20220614,Tue,PIT,NL,SLN,NL,D,STL10,31193,176,66,14,4,6,17
20220614,Tue,PIT,NL,SLN,NL,N,STL10,33977,168,65,15,10,4,11
20220614,Tue,ATL,NL,WAS,NL,N,WAS11,24490,194,72,20,12,5,16
20220614,Tue,OAK,AL,BOS,AL,N,BOS07,32617,163,61,14,7,7,9
20220614,Tue,CHA,AL,DET,AL,N,DET05,16450,200,73,21,5,4,18
20220614,Tue,TBA,AL,NYA,AL,N,NYC21,35692,183,63,12,1,5,15
20220614,Tue,MIN,AL,SEA,AL,N,SEA03,13019,156,60,10,5,5,15
20220614,Tue,HOU,AL,TEX,AL,N,ARL03,29370,160,65,13,6,5,14
20220614,Tue,BAL,AL,TOR,AL,N,TOR02,23106,192,70,18,11,7,19
20220615,Wed,CIN,NL,ARI,NL,D,PHO01,14917,170,64,13,9,2,12
20220615,Wed,SDN,NL,CHN,NL,N,CHI11,31570,226,84,32,24,12,11
20220615,Wed,CLE,AL,COL,NL,N,DEN02,23838,182,73,22,7,5,12
20220615,Wed,ANA,AL,LAN,NL,N,LOS03,50812,170,60,9,5,5,18
20220615,Wed,MIL,NL,NYN,NL,N,NYC20,25422,191,65,16,12,9,22
20220615,Wed,MIA,NL,PHI,NL,D,PHI13,24726,192,64,15,4,3,14
20220615,Wed,KCA,AL,SFN,NL,D,SFO03,25527,172,62,11,3,4,15
20220615,Wed,PIT,NL,SLN,NL,N,STL10,38658,194,67,16,8,8,12
20220615,Wed,ATL,NL,WAS,NL,N,WAS11,21153,207,72,18,10,9,21
20220615,Wed,OAK,AL,BOS,AL,N,BOS07,31877,188,69,20,10,8,13
20220615,Wed,CHA,AL,DET,AL,D,DET05,20726,171,78,26,13,3,17
20220615,Wed,TBA,AL,NYA,AL,N,NYC21,35104,178,60,10,7,5,17
20220615,Wed,MIN,AL,SEA,AL,D,SEA03,15329,180,65,13,5,7,11
20220615,Wed,HOU,AL,TEX,AL,D,ARL03,24992,165,67,14,11,4,19
20220615,Wed,BAL,AL,TOR,AL,N,TOR02,19961,173,74,19,13,0,17
20220616,Thu,SDN,NL,CHN,NL,D,CHI11,30096,183,71,18,10,7,20
20220616,Thu,CLE,AL,COL,NL,D,DEN02,26629,170,70,19,6,4,16
20220616,Thu,MIL,NL,NYN,NL,N,NYC20,25002,206,67,18,9,5,23
20220616,Thu,PHI,NL,WAS,NL,N,WAS11,19944,182,70,16,10,6,10
20220616,Thu,OAK,AL,BOS,AL,D,BOS07,30779,195,75,18,5,3,12
20220616,Thu,TEX,AL,DET,AL,N,DET05,17448,170,62,12,4,6,17
20220616,Thu,TBA,AL,NYA,AL,N,NYC21,39469,158,56,7,3,5,14
20220616,Thu,ANA,AL,SEA,AL,N,SEA03,21485,173,68,14,5,3,19
20220616,Thu,BAL,AL,TOR,AL,D,TOR02,36832,178,74,21,12,3,13
20220617,Fri,MIN,AL,ARI,NL,N,PHO01,26351,160,71,21,7,3,9
20220617,Fri,ATL,NL,CHN,NL,D,CHI11,35676,160,53,5,1,6,21
20220617,Fri,MIL,NL,CIN,NL,N,CIN09,21147,173,66,15,9,5,18
20220617,Fri,SDN,NL,COL,NL,N,DEN02,34304,175,67,22,14,5,9
20220617,Fri,CLE,AL,LAN,NL,N,LOS03,48361,200,71,14,3,6,14
20220617,Fri,MIA,NL,NYN,NL,N,NYC20,36111,203,70,19,13,8,17
20220617,Fri,SFN,NL,PIT,NL,N,PIT08,19075,166,57,8,2,7,19
20220617,Fri,PHI,NL,WAS,NL,D,WAS11,15501,212,70,18,7,11,19
20220617,Fri,PHI,NL,WAS,NL,N,WAS11,24785,225,75,17,13,11,20
20220617,Fri,TBA,AL,BAL,AL,N,BAL12,13140,169,61,13,1,1,24
20220617,Fri,SLN,NL,BOS,AL,N,BOS07,35251,185,68,21,10,4,15
20220617,Fri,TEX,AL,DET,AL,N,DET05,21996,181,69,17,7,4,16
20220617,Fri,CHA,AL,HOU,AL,N,HOU03,35467,175,69,20,15,4,19
20220617,Fri,KCA,AL,OAK,AL,N,OAK01,8772,208,68,16,5,10,24
20220617,Fri,ANA,AL,SEA,AL,N,SEA03,37500,157,64,15,9,4,16
20220617,Fri,NYA,AL,TOR,AL,N,TOR02,44688,201,72,19,15,7,15
20220618,Sat,MIN,AL,ARI,NL,N,PHO01,24338,160,71,18,12,5,18
20220618,Sat,ATL,NL,CHN,NL,D,CHI11,40755,175,70,22,8,5,21
20220618,Sat,MIL,NL,CIN,NL,D,CIN09,25071,201,73,20,9,9,16
20220618,Sat,SDN,NL,COL,NL,N,DEN02,38768,162,69,19,9,5,15
20220618,Sat,CLE,AL,LAN,NL,D,LOS03,50078,177,65,13,6,8,19
20220618,Sat,MIA,NL,NYN,NL,D,NYC20,40021,171,61,10,5,4,19
20220618,Sat,SFN,NL,PIT,NL,D,PIT08,26041,233,69,18,12,14,19
20220618,Sat,PHI,NL,WAS,NL,D,WAS11,42730,228,68,10,3,7,14
20220618,Sat,TBA,AL,BAL,AL,D,BAL12,15426,231,77,24,13,5,18
20220618,Sat,SLN,NL,BOS,AL,N,BOS07,36141,208,72,19,13,11,17
20220618,Sat,TEX,AL,DET,AL,D,DET05,28179,177,76,29,16,3,16
20220618,Sat,CHA,AL,HOU,AL,D,HOU03,36747,171,68,15,6,3,18
20220618,Sat,KCA,AL,OAK,AL,D,OAK01,10936,166,61,9,2,7,19
20220618,Sat,ANA,AL,SEA,AL,D,SEA03,24071,204,75,15,6,4,22
20220618,Sat,ANA,AL,SEA,AL,N,SEA03,20804,177,66,12,3,4,14
20220618,Sat,NYA,AL,TOR,AL,D,TOR02,45055,185,64,13,4,6,18
20220619,Sun,MIN,AL,ARI,NL,D,PHO01,30690,171,63,13,7,4,13
20220619,Sun,ATL,NL,CHN,NL,D,CHI11,40369,161,67,15,6,4,19
20220619,Sun,MIL,NL,CIN,NL,D,CIN09,25001,186,66,14,9,10,15
20220619,Sun,SDN,NL,COL,NL,D,DEN02,47342,204,68,20,11,10,12
20220619,Sun,CLE,AL,LAN,NL,D,LOS03,53033,188,70,19,7,6,27
20220619,Sun,MIA,NL,NYN,NL,D,NYC20,41255,182,67,14,8,6,21
20220619,Sun,SFN,NL,PIT,NL,D,PIT08,23905,158,59,12,7,6,13
20220619,Sun,PHI,NL,WAS,NL,D,WAS11,32261,177,70,18,11,6,11
20220619,Sun,TBA,AL,BAL,AL,D,BAL12,23004,175,62,13,3,4,16
20220619,Sun,SLN,NL,BOS,AL,D,BOS07,35989,193,65,16,10,9,22
20220619,Sun,TEX,AL,DET,AL,D,DET05,25919,189,61,13,10,12,14
20220619,Sun,CHA,AL,HOU,AL,N,HOU03,37709,185,63,14,7,8,14
20220619,Sun,KCA,AL,OAK,AL,D,OAK01,14341,166,61,12,4,6,9
20220619,Sun,ANA,AL,SEA,AL,D,SEA03,39052,164,64,11,3,3,19
20220619,Sun,NYA,AL,TOR,AL,D,TOR02,44395,221,67,18,19,13,24
20220620,Mon,SFN,NL,ATL,NL,N,ATL03,40589,174,67,17,3,3,21
20220620,Mon,SLN,NL,MIL,NL,N,MIL06,28100,166,59,9,2,4,16
20220620,Mon,MIA,NL,NYN,NL,D,NYC20,34947,200,64,16,5,8,20
20220620,Mon,CHN,NL,PIT,NL,N,PIT08,11312,197,69,21,12,10,15
20220620,Mon,ARI,NL,SDN,NL,N,SAN02,35430,156,58,9,5,7,10
20220620,Mon,KCA,AL,ANA,AL,N,ANA01,22234,178,70,19,8,5,16
20220620,Mon,DET,AL,BOS,AL,N,BOS07,34811,175,67,19,7,3,11
20220620,Mon,TOR,AL,CHA,AL,N,CHI12,22482,175,71,21,15,4,13
20220620,Mon,NYA,AL,TBA,AL,N,STP01,16504,192,64,10,5,7,25
20220621,Tue,SFN,NL,ATL,NL,N,ATL03,35384,208,76,26,21,6,16
20220621,Tue,LAN,NL,CIN,NL,N,CIN09,18476,176,70,22,10,2,15
20220621,Tue,COL,NL,MIA,NL,N,MIA02,9012,222,78,26,15,6,17
20220621,Tue,SLN,NL,MIL,NL,N,MIL06,30208,193,66,15,8,8,12
20220621,Tue,CHN,NL,PIT,NL,N,PIT08,11254,164,64,13,7,6,16
20220621,Tue,ARI,NL,SDN,NL,N,SAN02,31528,235,72,9,4,11,29
20220621,Tue,KCA,AL,ANA,AL,N,ANA01,20189,254,86,24,23,11,20
20220621,Tue,WAS,NL,BAL,AL,N,BAL12,15197,166,66,10,3,4,17
20220621,Tue,DET,AL,BOS,AL,N,BOS07,29168,173,67,19,9,2,14
20220621,Tue,TOR,AL,CHA,AL,N,CHI12,20529,263,86,23,13,13,29
20220621,Tue,NYN,NL,HOU,AL,N,HOU03,35140,182,67,18,10,8,14
20220621,Tue,CLE,AL,MIN,AL,N,MIN04,22341,226,84,21,11,6,27
20220621,Tue,SEA,AL,OAK,AL,N,OAK01,4733,183,69,19,10,7,13
20220621,Tue,NYA,AL,TBA,AL,N,STP01,20688,162,63,13,9,5,15
20220621,Tue,PHI,NL,TEX,AL,N,ARL03,29153,186,64,17,7,4,12
20220622,Wed,SFN,NL,ATL,NL,N,ATL03,38478,172,68,13,7,1,27
20220622,Wed,LAN,NL,CIN,NL,N,CIN09,17344,202,67,16,11,6,17
20220622,Wed,COL,NL,MIA,NL,N,MIA02,8983,188,64,17,11,7,14
20220622,Wed,SLN,NL,MIL,NL,N,MIL06,27986,186,65,14,9,5,24
20220622,Wed,CHN,NL,PIT,NL,N,PIT08,14083,187,73,18,19,7,18
20220622,Wed,ARI,NL,SDN,NL,D,SAN02,31024,213,79,24,12,6,15
20220622,Wed,KCA,AL,ANA,AL,N,ANA01,34792,184,58,10,5,7,26
20220622,Wed,WAS,NL,BAL,AL,N,BAL12,12630,152,49,14,7,7,12
20220622,Wed,DET,AL,BOS,AL,N,BOS07,35180,183,65,14,8,6,18
20220622,Wed,TOR,AL,CHA,AL,D,CHI12,19406,187,78,26,14,3,12
20220622,Wed,NYN,NL,HOU,AL,D,HOU03,35415,195,63,15,8,4,18
20220622,Wed,CLE,AL,MIN,AL,N,MIN04,25604,215,76,27,20,4,17
20220622,Wed,SEA,AL,OAK,AL,N,OAK01,5414,193,74,20,9,6,16
20220622,Wed,NYA,AL,TBA,AL,N,STP01,12264,215,69,17,8,11,13
20220622,Wed,PHI,NL,TEX,AL,D,ARL03,20704,192,64,12,6,6,22
20220623,Thu,SFN,NL,ATL,NL,D,ATL03,36870,188,70,24,13,5,16
20220623,Thu,LAN,NL,CIN,NL,D,CIN09,21989,194,77,29,15,5,17
20220623,Thu,COL,NL,MIA,NL,D,MIA02,11854,197,70,21,5,3,17
20220623,Thu,SLN,NL,MIL,NL,D,MIL06,32550,181,58,15,9,10,14
20220623,Thu,CHN,NL,PIT,NL,D,PIT08,14529,207,78,20,14,5,22
20220623,Thu,PHI,NL,SDN,NL,N,SAN02,40355,158,67,15,8,3,6
20220623,Thu,BAL,AL,CHA,AL,N,CHI12,22431,191,70,19,4,5,21
20220623,Thu,CLE,AL,MIN,AL,D,MIN04,24929,174,61,10,1,3,16
20220623,Thu,HOU,AL,NYA,AL,N,NYC21,44071,204,69,17,13,8,15
20220623,Thu,SEA,AL,OAK,AL,D,OAK01,8215,174,60,7,1,8,21
20220624,Fri,DET,AL,ARI,NL,N,PHO01,22064,166,64,12,6,5,16
20220624,Fri,LAN,NL,ATL,NL,N,ATL03,42105,189,66,15,5,6,21
20220624,Fri,NYN,NL,MIA,NL,N,MIA02,11444,183,67,17,8,5,14
20220624,Fri,TOR,AL,MIL,NL,N,MIL06,32166,196,71,21,12,7,14
20220624,Fri,PHI,NL,SDN,NL,N,SAN02,38890,185,61,12,1,7,22
20220624,Fri,CIN,NL,SFN,NL,N,SFO03,29178,171,65,12,5,3,17
20220624,Fri,CHN,NL,SLN,NL,N,STL10,46524,163,65,13,3,4,11
20220624,Fri,SEA,AL,ANA,AL,N,ANA01,35704,221,67,17,7,12,21
20220624,Fri,BAL,AL,CHA,AL,N,CHI12,27943,175,59,6,3,6,14
20220624,Fri,BOS,AL,CLE,AL,N,CLE08,29106,199,75,24,9,6,14
20220624,Fri,OAK,AL,KCA,AL,N,KAN06,25077,142,63,14,4,3,14
20220624,Fri,COL,NL,MIN,AL,N,MIN04,24643,137,57,8,1,9,5
20220624,Fri,HOU,AL,NYA,AL,N,NYC21,47528,185,63,10,4,7,16
20220624,Fri,PIT,NL,TBA,AL,N,STP01,10542,194,73,15,6,1,27
20220624,Fri,WAS,NL,TEX,AL,N,ARL03,28854,185,68,17,3,4,13
20220625,Sat,DET,AL,ARI,NL,N,PHO01,23129,174,68,13,8,5,14
20220625,Sat,LAN,NL,ATL,NL,N,ATL03,42161,192,68,18,8,5,24
20220625,Sat,NYN,NL,MIA,NL,D,MIA02,18722,180,70,17,8,1,20
20220625,Sat,TOR,AL,MIL,NL,D,MIL06,34768,190,66,15,9,6,27
20220625,Sat,PHI,NL,SDN,NL,N,SAN02,37467,179,64,11,6,4,11
20220625,Sat,CIN,NL,SFN,NL,D,SFO03,40115,163,62,14,11,6,13
20220625,Sat,CHN,NL,SLN,NL,D,STL10,45159,202,66,18,8,6,21
20220625,Sat,SEA,AL,ANA,AL,N,ANA01,35466,202,72,21,8,10,18
20220625,Sat,BAL,AL,CHA,AL,D,CHI12,29282,168,69,15,6,4,19
20220625,Sat,BOS,AL,CLE,AL,N,CLE08,27239,175,66,17,6,8,11
20220625,Sat,OAK,AL,KCA,AL,D,KAN06,13543,226,78,23,15,12,17
20220625,Sat,COL,NL,MIN,AL,N,MIN04,24578,174,61,11,6,9,17
20220625,Sat,HOU,AL,NYA,AL,D,NYC21,45076,194,61,8,3,8,25
20220625,Sat,PIT,NL,TBA,AL,D,STP01,15203,189,73,22,11,5,20
20220625,Sat,WAS,NL,TEX,AL,D,ARL03,36183,162,59,12,5,6,13
20220626,Sun,DET,AL,ARI,NL,D,PHO01,22529,216,68,21,18,14,18
20220626,Sun,LAN,NL,ATL,NL,N,ATL03,42217,263,84,20,8,8,25
20220626,Sun,NYN,NL,MIA,NL,D,MIA02,19343,164,63,11,5,4,15
20220626,Sun,TOR,AL,MIL,NL,D,MIL06,35503,171,65,19,13,7,11
20220626,Sun,PHI,NL,SDN,NL,D,SAN02,41620,199,69,18,12,5,20
20220626,Sun,CIN,NL,SFN,NL,D,SFO03,32285,178,70,19,12,5,15
20220626,Sun,CHN,NL,SLN,NL,D,STL10,44824,230,75,19,11,7,17
20220626,Sun,SEA,AL,ANA,AL,D,ANA01,26489,184,60,12,3,7,20
20220626,Sun,BAL,AL,CHA,AL,D,CHI12,29191,155,66,15,7,3,20
20220626,Sun,BOS,AL,CLE,AL,D,CLE08,20663,202,72,23,9,15,13
20220626,Sun,OAK,AL,KCA,AL,D,KAN06,24820,163,66,14,8,6,13
20220626,Sun,COL,NL,MIN,AL,D,MIN04,28048,186,71,22,9,4,11
20220626,Sun,HOU,AL,NYA,AL,D,NYC21,44028,225,66,10,9,12,23
20220626,Sun,PIT,NL,TBA,AL,D,STP01,13364,177,66,16,6,7,20
20220626,Sun,WAS,NL,TEX,AL,D,ARL03,34220,197,67,18,10,10,14
20220627,Mon,LAN,NL,COL,NL,N,DEN02,38706,139,62,14,4,1,9
20220627,Mon,MIA,NL,SLN,NL,N,STL10,34701,160,67,19,8,2,20
20220627,Mon,PIT,NL,WAS,NL,N,WAS11,18213,174,66,17,5,6,9
20220627,Mon,CHA,AL,ANA,AL,N,ANA01,21973,162,62,15,7,5,15
20220627,Mon,MIN,AL,CLE,AL,N,CLE08,12554,175,67,19,11,4,12
20220627,Mon,TEX,AL,KCA,AL,N,KAN06,12876,190,74,23,14,8,16
20220627,Mon,OAK,AL,NYA,AL,N,NYC21,33168,204,65,14,14,8,17
20220627,Mon,BAL,AL,SEA,AL,N,SEA03,21615,159,68,15,11,3,14
20220627,Mon,BOS,AL,TOR,AL,N,TOR02,25498,179,68,18,9,3,21
20220628,Tue,SDN,NL,ARI,NL,N,PHO01,19904,218,70,19,13,8,18
20220628,Tue,CIN,NL,CHN,NL,N,CHI11,32732,204,73,22,8,6,27
20220628,Tue,LAN,NL,COL,NL,N,DEN02,36097,165,69,20,11,9,17
20220628,Tue,HOU,AL,NYN,NL,N,NYC20,36673,197,70,20,10,9,15
20220628,Tue,ATL,NL,PHI,NL,N,PHI13,27725,198,68,16,8,5,21
20220628,Tue,DET,AL,SFN,NL,N,SFO03,28004,196,65,17,7,9,17
20220628,Tue,MIA,NL,SLN,NL,N,STL10,32065,181,64,17,8,3,19
20220628,Tue,PIT,NL,WAS,NL,N,WAS11,22575,171,65,12,4,7,23
20220628,Tue,CHA,AL,ANA,AL,N,ANA01,23979,196,80,26,15,5,21
20220628,Tue,MIN,AL,CLE,AL,D,CLE08,12442,179,62,11,5,5,23
20220628,Tue,MIN,AL,CLE,AL,N,CLE08,12145,180,69,18,6,6,12
20220628,Tue,TEX,AL,KCA,AL,N,KAN06,19593,171,67,20,11,5,15
20220628,Tue,OAK,AL,NYA,AL,N,NYC21,38051,183,57,11,3,5,15
20220628,Tue,BAL,AL,SEA,AL,N,SEA03,16024,159,57,7,2,5,19
20220628,Tue,MIL,NL,TBA,AL,N,STP01,13742,201,65,14,8,7,22
20220628,Tue,BOS,AL,TOR,AL,N,TOR02,27140,201,70,23,11,9,12
20220629,Wed,SDN,NL,ARI,NL,D,PHO01,20109,192,65,13,4,8,12
20220629,Wed,CIN,NL,CHN,NL,N,CHI11,28987,202,68,20,11,8,23
20220629,Wed,LAN,NL,COL,NL,N,DEN02,37092,176,71,21,12,6,14
20220629,Wed,HOU,AL,NYN,NL,D,NYC20,29230,163,62,9,2,3,13
20220629,Wed,ATL,NL,PHI,NL,N,PHI13,25621,167,64,12,5,5,18
20220629,Wed,DET,AL,SFN,NL,D,SFO03,26576,169,67,16,5,5,16
20220629,Wed,MIA,NL,SLN,NL,N,STL10,35674,155,63,14,6,4,9
20220629,Wed,PIT,NL,WAS,NL,D,WAS11,19870,228,72,25,15,11,14
20220629,Wed,CHA,AL,ANA,AL,N,ANA01,27612,201,64,12,3,4,25
